session,mode,alert,t_onset_elapsed_sec,t_onset_iso,t_alert_elapsed_sec,detection_latency_sec,t_induce_elapsed_sec,transient_crossings,outcome
FAULT-BAT-02_20260901_214755,battery,DroneLowBattery,330.0,2026-09-01T11:53:38.518923+00:00,,,,0,onset only
FAULT-BAT-02_20260901_214755,battery,DroneOverTemperature,255.0,2026-09-01T11:52:23.518936+00:00,,,,20,onset only
FAULT-BAT-02_20260901_214755,battery,DroneUnstableAttitude,,,,,,3,-
FAULT-BAT-02_20260901_214755,battery,DronePollFailure,,,,,,0,-
