session,mode,alert,t_onset_elapsed_sec,t_onset_iso,t_alert_elapsed_sec,detection_latency_sec,t_induce_elapsed_sec,transient_crossings,outcome
BASE-05_20260830_144217,,DroneLowBattery,,,,,,0,-
BASE-05_20260830_144217,,DroneOverTemperature,,,,,,0,-
BASE-05_20260830_144217,,DroneUnstableAttitude,,,,,,2,-
BASE-05_20260830_144217,,DronePollFailure,,,,,,0,-
