session,mode,alert,t_onset_elapsed_sec,t_onset_iso,t_alert_elapsed_sec,detection_latency_sec,t_induce_elapsed_sec,transient_crossings,outcome
FP-02_20260831_171230,baseline,DroneLowBattery,,,,,,0,-
FP-02_20260831_171230,baseline,DroneOverTemperature,,,,,,8,-
FP-02_20260831_171230,baseline,DroneUnstableAttitude,,,,,,2,-
FP-02_20260831_171230,baseline,DronePollFailure,,,,,,0,-
