key,value
session_id,BASE-02
venue,Home
environment,indoor
ambient_temp_c,21
battery_id,B2
battery_cycles,1
operator_notes,
started_iso,2026-08-30T02:54:22.188727+00:00
dry_run,False
sdk_version,30
serial_number,0TQZGAJED007GD
battery_at_start,89
battery_at_end,40
ended_iso,2026-08-30T02:59:06.705333+00:00
duration_sec,271.0
