session,mode,alert,t_onset_elapsed_sec,t_onset_iso,t_alert_elapsed_sec,detection_latency_sec,t_induce_elapsed_sec,transient_crossings,outcome
FAULT-BAT-01_20260901_211204,battery,DroneLowBattery,526.0,2026-09-01T11:21:03.459535+00:00,,,,0,onset only
FAULT-BAT-01_20260901_211204,battery,DroneOverTemperature,206.0,2026-09-01T11:15:43.459456+00:00,,,,107,onset only
FAULT-BAT-01_20260901_211204,battery,DroneUnstableAttitude,,,,,,6,-
FAULT-BAT-01_20260901_211204,battery,DronePollFailure,,,,,,0,-
