key,value
session_id,FAULT-THERM-01
venue,Home
environment,indoor
ambient_temp_c,21
battery_id,B1
battery_cycles,13
operator_notes,
started_iso,2026-09-02T01:54:50.206373+00:00
dry_run,False
sdk_version,30
serial_number,0TQZGAJED007GD
battery_at_start,58
mode,thermal
battery_at_end,36
ended_iso,2026-09-02T01:57:44.730679+00:00
duration_sec,161.0
