key,value
session_id,FP-02
venue,Home
environment,indoor
ambient_temp_c,22
battery_id,B1
battery_cycles,8
operator_notes,
started_iso,2026-08-31T06:48:26.375245+00:00
dry_run,False
sdk_version,30
serial_number,0TQZGAJED007GD
battery_at_start,58
mode,baseline
battery_at_end,24
ended_iso,2026-08-31T06:52:25.903300+00:00
duration_sec,226.0
