key,value
session_id,FP-01
venue,Home
environment,indoor
ambient_temp_c,21
battery_id,B1
battery_cycles,5
operator_notes,
started_iso,2026-08-30T10:14:48.156277+00:00
dry_run,False
sdk_version,30
serial_number,0TQZGAJED007GD
battery_at_start,100
mode,baseline
battery_at_end,67
ended_iso,2026-08-30T10:19:39.696820+00:00
duration_sec,278.0
