key,value
session_id,FP-03
venue,Home
environment,indoor
ambient_temp_c,21
battery_id,B1
battery_cycles,9
operator_notes,
started_iso,2026-09-01T07:56:52.788249+00:00
dry_run,False
sdk_version,30
serial_number,0TQZGAJED007GD
battery_at_start,94
mode,baseline
battery_at_end,60
ended_iso,2026-09-01T08:01:38.361362+00:00
duration_sec,272.0
